fecha,indicador,bloque,unidad,valor
2020-08-26,Dólar MEP,monetario_financiero,$/USD (venta),125.16
2020-08-27,Dólar MEP,monetario_financiero,$/USD (venta),122.29
2020-08-28,Dólar MEP,monetario_financiero,$/USD (venta),121.73
2020-08-29,Dólar MEP,monetario_financiero,$/USD (venta),121.73
2020-08-30,Dólar MEP,monetario_financiero,$/USD (venta),121.73
2020-08-31,Dólar MEP,monetario_financiero,$/USD (venta),121.57
2020-09-01,Dólar MEP,monetario_financiero,$/USD (venta),117.64
2020-09-02,Dólar MEP,monetario_financiero,$/USD (venta),119.72
2020-09-03,Dólar MEP,monetario_financiero,$/USD (venta),119.51
2020-09-04,Dólar MEP,monetario_financiero,$/USD (venta),120.0
2020-09-05,Dólar MEP,monetario_financiero,$/USD (venta),120.0
2020-09-06,Dólar MEP,monetario_financiero,$/USD (venta),120.0
2020-09-07,Dólar MEP,monetario_financiero,$/USD (venta),117.84
2020-09-08,Dólar MEP,monetario_financiero,$/USD (venta),116.41
2020-09-09,Dólar MEP,monetario_financiero,$/USD (venta),119.67
2020-09-10,Dólar MEP,monetario_financiero,$/USD (venta),123.41
2020-09-11,Dólar MEP,monetario_financiero,$/USD (venta),125.17
2020-09-12,Dólar MEP,monetario_financiero,$/USD (venta),125.17
2020-09-13,Dólar MEP,monetario_financiero,$/USD (venta),125.17
2020-09-14,Dólar MEP,monetario_financiero,$/USD (venta),123.21
2020-09-15,Dólar MEP,monetario_financiero,$/USD (venta),122.06
2020-09-16,Dólar MEP,monetario_financiero,$/USD (venta),127.61
2020-09-17,Dólar MEP,monetario_financiero,$/USD (venta),126.33
2020-09-18,Dólar MEP,monetario_financiero,$/USD (venta),129.72
2020-09-19,Dólar MEP,monetario_financiero,$/USD (venta),129.72
2020-09-20,Dólar MEP,monetario_financiero,$/USD (venta),129.72
2020-09-21,Dólar MEP,monetario_financiero,$/USD (venta),130.98
2020-09-22,Dólar MEP,monetario_financiero,$/USD (venta),134.39
2020-09-23,Dólar MEP,monetario_financiero,$/USD (venta),134.69
2020-09-24,Dólar MEP,monetario_financiero,$/USD (venta),130.87
2020-09-25,Dólar MEP,monetario_financiero,$/USD (venta),135.29
2020-09-26,Dólar MEP,monetario_financiero,$/USD (venta),135.29
2020-09-27,Dólar MEP,monetario_financiero,$/USD (venta),135.29
2020-09-28,Dólar MEP,monetario_financiero,$/USD (venta),137.31
2020-09-29,Dólar MEP,monetario_financiero,$/USD (venta),138.8
2020-09-30,Dólar MEP,monetario_financiero,$/USD (venta),138.79
2020-10-01,Dólar MEP,monetario_financiero,$/USD (venta),139.04
2020-10-02,Dólar MEP,monetario_financiero,$/USD (venta),138.15
2020-10-03,Dólar MEP,monetario_financiero,$/USD (venta),138.15
2020-10-04,Dólar MEP,monetario_financiero,$/USD (venta),138.15
2020-10-05,Dólar MEP,monetario_financiero,$/USD (venta),140.79
2020-10-06,Dólar MEP,monetario_financiero,$/USD (venta),140.16
2020-10-07,Dólar MEP,monetario_financiero,$/USD (venta),138.97
2020-10-08,Dólar MEP,monetario_financiero,$/USD (venta),140.94
2020-10-09,Dólar MEP,monetario_financiero,$/USD (venta),143.42
2020-10-10,Dólar MEP,monetario_financiero,$/USD (venta),143.42
2020-10-11,Dólar MEP,monetario_financiero,$/USD (venta),143.42
2020-10-12,Dólar MEP,monetario_financiero,$/USD (venta),143.42
2020-10-13,Dólar MEP,monetario_financiero,$/USD (venta),144.95
2020-10-14,Dólar MEP,monetario_financiero,$/USD (venta),150.28
2020-10-15,Dólar MEP,monetario_financiero,$/USD (venta),154.97
2020-10-16,Dólar MEP,monetario_financiero,$/USD (venta),152.07
2020-10-17,Dólar MEP,monetario_financiero,$/USD (venta),152.07
2020-10-18,Dólar MEP,monetario_financiero,$/USD (venta),152.07
2020-10-19,Dólar MEP,monetario_financiero,$/USD (venta),153.4
2020-10-20,Dólar MEP,monetario_financiero,$/USD (venta),160.92
2020-10-21,Dólar MEP,monetario_financiero,$/USD (venta),162.66
2020-10-22,Dólar MEP,monetario_financiero,$/USD (venta),163.09
2020-10-23,Dólar MEP,monetario_financiero,$/USD (venta),155.17
2020-10-24,Dólar MEP,monetario_financiero,$/USD (venta),155.17
2020-10-25,Dólar MEP,monetario_financiero,$/USD (venta),155.17
2020-10-26,Dólar MEP,monetario_financiero,$/USD (venta),157.21
2020-10-27,Dólar MEP,monetario_financiero,$/USD (venta),152.98
2020-10-28,Dólar MEP,monetario_financiero,$/USD (venta),144.85
2020-10-29,Dólar MEP,monetario_financiero,$/USD (venta),144.04
2020-10-30,Dólar MEP,monetario_financiero,$/USD (venta),143.23
2020-10-31,Dólar MEP,monetario_financiero,$/USD (venta),143.23
2020-11-01,Dólar MEP,monetario_financiero,$/USD (venta),143.23
2020-11-02,Dólar MEP,monetario_financiero,$/USD (venta),139.23
2020-11-03,Dólar MEP,monetario_financiero,$/USD (venta),140.18
2020-11-04,Dólar MEP,monetario_financiero,$/USD (venta),139.75
2020-11-05,Dólar MEP,monetario_financiero,$/USD (venta),141.88
2020-11-06,Dólar MEP,monetario_financiero,$/USD (venta),141.88
2020-11-07,Dólar MEP,monetario_financiero,$/USD (venta),141.88
2020-11-08,Dólar MEP,monetario_financiero,$/USD (venta),141.88
2020-11-09,Dólar MEP,monetario_financiero,$/USD (venta),141.98
2020-11-10,Dólar MEP,monetario_financiero,$/USD (venta),141.43
2020-11-11,Dólar MEP,monetario_financiero,$/USD (venta),145.54
2020-11-12,Dólar MEP,monetario_financiero,$/USD (venta),141.5
2020-11-13,Dólar MEP,monetario_financiero,$/USD (venta),141.23
2020-11-14,Dólar MEP,monetario_financiero,$/USD (venta),141.23
2020-11-15,Dólar MEP,monetario_financiero,$/USD (venta),141.23
2020-11-16,Dólar MEP,monetario_financiero,$/USD (venta),142.82
2020-11-17,Dólar MEP,monetario_financiero,$/USD (venta),144.1
2020-11-18,Dólar MEP,monetario_financiero,$/USD (venta),145.95
2020-11-19,Dólar MEP,monetario_financiero,$/USD (venta),146.53
2020-11-20,Dólar MEP,monetario_financiero,$/USD (venta),147.17
2020-11-21,Dólar MEP,monetario_financiero,$/USD (venta),147.17
2020-11-22,Dólar MEP,monetario_financiero,$/USD (venta),147.17
2020-11-23,Dólar MEP,monetario_financiero,$/USD (venta),147.17
2020-11-24,Dólar MEP,monetario_financiero,$/USD (venta),147.88
2020-11-25,Dólar MEP,monetario_financiero,$/USD (venta),146.68
2020-11-26,Dólar MEP,monetario_financiero,$/USD (venta),146.59
2020-11-27,Dólar MEP,monetario_financiero,$/USD (venta),145.45
2020-11-28,Dólar MEP,monetario_financiero,$/USD (venta),145.45
2020-11-29,Dólar MEP,monetario_financiero,$/USD (venta),145.45
2020-11-30,Dólar MEP,monetario_financiero,$/USD (venta),144.55
2020-12-01,Dólar MEP,monetario_financiero,$/USD (venta),144.7
2020-12-02,Dólar MEP,monetario_financiero,$/USD (venta),144.36
2020-12-03,Dólar MEP,monetario_financiero,$/USD (venta),139.74
2020-12-04,Dólar MEP,monetario_financiero,$/USD (venta),142.05
2020-12-05,Dólar MEP,monetario_financiero,$/USD (venta),142.05
2020-12-06,Dólar MEP,monetario_financiero,$/USD (venta),142.05
2020-12-07,Dólar MEP,monetario_financiero,$/USD (venta),142.05
2020-12-08,Dólar MEP,monetario_financiero,$/USD (venta),142.05
2020-12-09,Dólar MEP,monetario_financiero,$/USD (venta),139.49
2020-12-10,Dólar MEP,monetario_financiero,$/USD (venta),138.22
2020-12-11,Dólar MEP,monetario_financiero,$/USD (venta),138.22
2020-12-12,Dólar MEP,monetario_financiero,$/USD (venta),138.22
2020-12-13,Dólar MEP,monetario_financiero,$/USD (venta),138.22
2020-12-14,Dólar MEP,monetario_financiero,$/USD (venta),140.29
2020-12-15,Dólar MEP,monetario_financiero,$/USD (venta),141.82
2020-12-16,Dólar MEP,monetario_financiero,$/USD (venta),141.26
2020-12-17,Dólar MEP,monetario_financiero,$/USD (venta),140.79
2020-12-18,Dólar MEP,monetario_financiero,$/USD (venta),140.73
2020-12-19,Dólar MEP,monetario_financiero,$/USD (venta),140.73
2020-12-20,Dólar MEP,monetario_financiero,$/USD (venta),140.73
2020-12-21,Dólar MEP,monetario_financiero,$/USD (venta),138.81
2020-12-22,Dólar MEP,monetario_financiero,$/USD (venta),140.04
2020-12-23,Dólar MEP,monetario_financiero,$/USD (venta),140.35
2020-12-24,Dólar MEP,monetario_financiero,$/USD (venta),140.35
2020-12-25,Dólar MEP,monetario_financiero,$/USD (venta),140.35
2020-12-26,Dólar MEP,monetario_financiero,$/USD (venta),140.35
2020-12-27,Dólar MEP,monetario_financiero,$/USD (venta),140.35
2020-12-28,Dólar MEP,monetario_financiero,$/USD (venta),140.0
2020-12-29,Dólar MEP,monetario_financiero,$/USD (venta),140.04
2020-12-30,Dólar MEP,monetario_financiero,$/USD (venta),139.99
2020-12-31,Dólar MEP,monetario_financiero,$/USD (venta),139.99
2021-01-01,Dólar MEP,monetario_financiero,$/USD (venta),139.99
2021-01-02,Dólar MEP,monetario_financiero,$/USD (venta),139.99
2021-01-03,Dólar MEP,monetario_financiero,$/USD (venta),139.99
2021-01-04,Dólar MEP,monetario_financiero,$/USD (venta),142.32
2021-01-05,Dólar MEP,monetario_financiero,$/USD (venta),143.55
2021-01-06,Dólar MEP,monetario_financiero,$/USD (venta),144.39
2021-01-07,Dólar MEP,monetario_financiero,$/USD (venta),145.84
2021-01-08,Dólar MEP,monetario_financiero,$/USD (venta),145.06
2021-01-09,Dólar MEP,monetario_financiero,$/USD (venta),145.06
2021-01-10,Dólar MEP,monetario_financiero,$/USD (venta),145.06
2021-01-11,Dólar MEP,monetario_financiero,$/USD (venta),145.8
2021-01-12,Dólar MEP,monetario_financiero,$/USD (venta),144.98
2021-01-13,Dólar MEP,monetario_financiero,$/USD (venta),144.72
2021-01-14,Dólar MEP,monetario_financiero,$/USD (venta),145.42
2021-01-15,Dólar MEP,monetario_financiero,$/USD (venta),145.39
2021-01-16,Dólar MEP,monetario_financiero,$/USD (venta),145.39
2021-01-17,Dólar MEP,monetario_financiero,$/USD (venta),145.39
2021-01-18,Dólar MEP,monetario_financiero,$/USD (venta),145.39
2021-01-19,Dólar MEP,monetario_financiero,$/USD (venta),145.48
2021-01-20,Dólar MEP,monetario_financiero,$/USD (venta),145.72
2021-01-21,Dólar MEP,monetario_financiero,$/USD (venta),145.96
2021-01-22,Dólar MEP,monetario_financiero,$/USD (venta),145.88
2021-01-23,Dólar MEP,monetario_financiero,$/USD (venta),145.88
2021-01-24,Dólar MEP,monetario_financiero,$/USD (venta),145.88
2021-01-25,Dólar MEP,monetario_financiero,$/USD (venta),146.38
2021-01-26,Dólar MEP,monetario_financiero,$/USD (venta),146.89
2021-01-27,Dólar MEP,monetario_financiero,$/USD (venta),147.38
2021-01-28,Dólar MEP,monetario_financiero,$/USD (venta),147.9
2021-01-29,Dólar MEP,monetario_financiero,$/USD (venta),147.88
2021-01-30,Dólar MEP,monetario_financiero,$/USD (venta),147.88
2021-01-31,Dólar MEP,monetario_financiero,$/USD (venta),147.88
2021-02-01,Dólar MEP,monetario_financiero,$/USD (venta),148.33
2021-02-02,Dólar MEP,monetario_financiero,$/USD (venta),148.83
2021-02-03,Dólar MEP,monetario_financiero,$/USD (venta),149.34
2021-02-04,Dólar MEP,monetario_financiero,$/USD (venta),149.84
2021-02-05,Dólar MEP,monetario_financiero,$/USD (venta),149.6
2021-02-06,Dólar MEP,monetario_financiero,$/USD (venta),149.6
2021-02-07,Dólar MEP,monetario_financiero,$/USD (venta),149.6
2021-02-08,Dólar MEP,monetario_financiero,$/USD (venta),149.6
2021-02-09,Dólar MEP,monetario_financiero,$/USD (venta),150.0
2021-02-10,Dólar MEP,monetario_financiero,$/USD (venta),149.75
2021-02-11,Dólar MEP,monetario_financiero,$/USD (venta),148.34
2021-02-12,Dólar MEP,monetario_financiero,$/USD (venta),147.65
2021-02-13,Dólar MEP,monetario_financiero,$/USD (venta),147.65
2021-02-14,Dólar MEP,monetario_financiero,$/USD (venta),147.65
2021-02-15,Dólar MEP,monetario_financiero,$/USD (venta),147.65
2021-02-16,Dólar MEP,monetario_financiero,$/USD (venta),147.65
2021-02-17,Dólar MEP,monetario_financiero,$/USD (venta),143.47
2021-02-18,Dólar MEP,monetario_financiero,$/USD (venta),141.77
2021-02-19,Dólar MEP,monetario_financiero,$/USD (venta),140.65
2021-02-20,Dólar MEP,monetario_financiero,$/USD (venta),140.65
2021-02-21,Dólar MEP,monetario_financiero,$/USD (venta),140.65
2021-02-22,Dólar MEP,monetario_financiero,$/USD (venta),138.79
2021-02-23,Dólar MEP,monetario_financiero,$/USD (venta),139.86
2021-02-24,Dólar MEP,monetario_financiero,$/USD (venta),140.94
2021-02-25,Dólar MEP,monetario_financiero,$/USD (venta),141.92
2021-02-26,Dólar MEP,monetario_financiero,$/USD (venta),141.92
2021-02-27,Dólar MEP,monetario_financiero,$/USD (venta),141.92
2021-02-28,Dólar MEP,monetario_financiero,$/USD (venta),141.92
2021-03-01,Dólar MEP,monetario_financiero,$/USD (venta),143.8
2021-03-02,Dólar MEP,monetario_financiero,$/USD (venta),146.13
2021-03-03,Dólar MEP,monetario_financiero,$/USD (venta),146.11
2021-03-04,Dólar MEP,monetario_financiero,$/USD (venta),145.11
2021-03-05,Dólar MEP,monetario_financiero,$/USD (venta),145.87
2021-03-06,Dólar MEP,monetario_financiero,$/USD (venta),145.87
2021-03-07,Dólar MEP,monetario_financiero,$/USD (venta),145.87
2021-03-08,Dólar MEP,monetario_financiero,$/USD (venta),145.87
2021-03-09,Dólar MEP,monetario_financiero,$/USD (venta),145.39
2021-03-10,Dólar MEP,monetario_financiero,$/USD (venta),144.43
2021-03-11,Dólar MEP,monetario_financiero,$/USD (venta),144.3
2021-03-12,Dólar MEP,monetario_financiero,$/USD (venta),144.84
2021-03-13,Dólar MEP,monetario_financiero,$/USD (venta),144.84
2021-03-14,Dólar MEP,monetario_financiero,$/USD (venta),144.84
2021-03-15,Dólar MEP,monetario_financiero,$/USD (venta),144.59
2021-03-16,Dólar MEP,monetario_financiero,$/USD (venta),144.6
2021-03-17,Dólar MEP,monetario_financiero,$/USD (venta),145.28
2021-03-18,Dólar MEP,monetario_financiero,$/USD (venta),144.71
2021-03-19,Dólar MEP,monetario_financiero,$/USD (venta),144.0
2021-03-20,Dólar MEP,monetario_financiero,$/USD (venta),144.0
2021-03-21,Dólar MEP,monetario_financiero,$/USD (venta),144.0
2021-03-22,Dólar MEP,monetario_financiero,$/USD (venta),143.15
2021-03-23,Dólar MEP,monetario_financiero,$/USD (venta),142.78
2021-03-24,Dólar MEP,monetario_financiero,$/USD (venta),142.78
2021-03-25,Dólar MEP,monetario_financiero,$/USD (venta),141.19
2021-03-26,Dólar MEP,monetario_financiero,$/USD (venta),138.45
2021-03-27,Dólar MEP,monetario_financiero,$/USD (venta),138.45
2021-03-28,Dólar MEP,monetario_financiero,$/USD (venta),138.45
2021-03-29,Dólar MEP,monetario_financiero,$/USD (venta),138.48
2021-03-30,Dólar MEP,monetario_financiero,$/USD (venta),140.39
2021-03-31,Dólar MEP,monetario_financiero,$/USD (venta),142.19
2021-04-01,Dólar MEP,monetario_financiero,$/USD (venta),142.19
2021-04-02,Dólar MEP,monetario_financiero,$/USD (venta),142.19
2021-04-03,Dólar MEP,monetario_financiero,$/USD (venta),142.19
2021-04-04,Dólar MEP,monetario_financiero,$/USD (venta),142.19
2021-04-05,Dólar MEP,monetario_financiero,$/USD (venta),141.81
2021-04-06,Dólar MEP,monetario_financiero,$/USD (venta),143.66
2021-04-07,Dólar MEP,monetario_financiero,$/USD (venta),143.77
2021-04-08,Dólar MEP,monetario_financiero,$/USD (venta),144.66
2021-04-09,Dólar MEP,monetario_financiero,$/USD (venta),144.38
2021-04-10,Dólar MEP,monetario_financiero,$/USD (venta),144.38
2021-04-11,Dólar MEP,monetario_financiero,$/USD (venta),144.38
2021-04-12,Dólar MEP,monetario_financiero,$/USD (venta),143.26
2021-04-13,Dólar MEP,monetario_financiero,$/USD (venta),142.79
2021-04-14,Dólar MEP,monetario_financiero,$/USD (venta),143.8
2021-04-15,Dólar MEP,monetario_financiero,$/USD (venta),143.65
2021-04-16,Dólar MEP,monetario_financiero,$/USD (venta),143.71
2021-04-17,Dólar MEP,monetario_financiero,$/USD (venta),143.71
2021-04-18,Dólar MEP,monetario_financiero,$/USD (venta),143.71
2021-04-19,Dólar MEP,monetario_financiero,$/USD (venta),144.37
2021-04-20,Dólar MEP,monetario_financiero,$/USD (venta),145.94
2021-04-21,Dólar MEP,monetario_financiero,$/USD (venta),145.44
2021-04-22,Dólar MEP,monetario_financiero,$/USD (venta),145.5
2021-04-23,Dólar MEP,monetario_financiero,$/USD (venta),148.36
2021-04-24,Dólar MEP,monetario_financiero,$/USD (venta),148.36
2021-04-25,Dólar MEP,monetario_financiero,$/USD (venta),148.36
2021-04-26,Dólar MEP,monetario_financiero,$/USD (venta),150.27
2021-04-27,Dólar MEP,monetario_financiero,$/USD (venta),151.49
2021-04-28,Dólar MEP,monetario_financiero,$/USD (venta),151.8
2021-04-29,Dólar MEP,monetario_financiero,$/USD (venta),152.2
2021-04-30,Dólar MEP,monetario_financiero,$/USD (venta),152.19
2021-05-01,Dólar MEP,monetario_financiero,$/USD (venta),152.19
2021-05-02,Dólar MEP,monetario_financiero,$/USD (venta),152.19
2021-05-03,Dólar MEP,monetario_financiero,$/USD (venta),152.96
2021-05-04,Dólar MEP,monetario_financiero,$/USD (venta),153.33
2021-05-05,Dólar MEP,monetario_financiero,$/USD (venta),153.82
2021-05-06,Dólar MEP,monetario_financiero,$/USD (venta),154.3
2021-05-07,Dólar MEP,monetario_financiero,$/USD (venta),154.4
2021-05-08,Dólar MEP,monetario_financiero,$/USD (venta),154.4
2021-05-09,Dólar MEP,monetario_financiero,$/USD (venta),154.4
2021-05-10,Dólar MEP,monetario_financiero,$/USD (venta),153.95
2021-05-11,Dólar MEP,monetario_financiero,$/USD (venta),153.16
2021-05-12,Dólar MEP,monetario_financiero,$/USD (venta),153.21
2021-05-13,Dólar MEP,monetario_financiero,$/USD (venta),153.71
2021-05-14,Dólar MEP,monetario_financiero,$/USD (venta),154.17
2021-05-15,Dólar MEP,monetario_financiero,$/USD (venta),154.17
2021-05-16,Dólar MEP,monetario_financiero,$/USD (venta),154.17
2021-05-17,Dólar MEP,monetario_financiero,$/USD (venta),154.65
2021-05-18,Dólar MEP,monetario_financiero,$/USD (venta),154.65
2021-05-19,Dólar MEP,monetario_financiero,$/USD (venta),156.49
2021-05-20,Dólar MEP,monetario_financiero,$/USD (venta),157.22
2021-05-21,Dólar MEP,monetario_financiero,$/USD (venta),158.37
2021-05-22,Dólar MEP,monetario_financiero,$/USD (venta),158.37
2021-05-23,Dólar MEP,monetario_financiero,$/USD (venta),158.37
2021-05-24,Dólar MEP,monetario_financiero,$/USD (venta),158.37
2021-05-25,Dólar MEP,monetario_financiero,$/USD (venta),158.37
2021-05-26,Dólar MEP,monetario_financiero,$/USD (venta),158.05
2021-05-27,Dólar MEP,monetario_financiero,$/USD (venta),158.72
2021-05-28,Dólar MEP,monetario_financiero,$/USD (venta),159.49
2021-05-29,Dólar MEP,monetario_financiero,$/USD (venta),159.49
2021-05-30,Dólar MEP,monetario_financiero,$/USD (venta),159.49
2021-05-31,Dólar MEP,monetario_financiero,$/USD (venta),160.23
2021-06-01,Dólar MEP,monetario_financiero,$/USD (venta),160.96
2021-06-02,Dólar MEP,monetario_financiero,$/USD (venta),161.71
2021-06-03,Dólar MEP,monetario_financiero,$/USD (venta),161.33
2021-06-04,Dólar MEP,monetario_financiero,$/USD (venta),160.86
2021-06-05,Dólar MEP,monetario_financiero,$/USD (venta),160.86
2021-06-06,Dólar MEP,monetario_financiero,$/USD (venta),160.86
2021-06-07,Dólar MEP,monetario_financiero,$/USD (venta),160.55
2021-06-08,Dólar MEP,monetario_financiero,$/USD (venta),160.48
2021-06-09,Dólar MEP,monetario_financiero,$/USD (venta),159.68
2021-06-10,Dólar MEP,monetario_financiero,$/USD (venta),159.07
2021-06-11,Dólar MEP,monetario_financiero,$/USD (venta),158.09
2021-06-12,Dólar MEP,monetario_financiero,$/USD (venta),158.09
2021-06-13,Dólar MEP,monetario_financiero,$/USD (venta),158.09
2021-06-14,Dólar MEP,monetario_financiero,$/USD (venta),157.95
2021-06-15,Dólar MEP,monetario_financiero,$/USD (venta),158.72
2021-06-16,Dólar MEP,monetario_financiero,$/USD (venta),159.19
2021-06-17,Dólar MEP,monetario_financiero,$/USD (venta),160.41
2021-06-18,Dólar MEP,monetario_financiero,$/USD (venta),159.84
2021-06-19,Dólar MEP,monetario_financiero,$/USD (venta),159.84
2021-06-20,Dólar MEP,monetario_financiero,$/USD (venta),159.84
2021-06-21,Dólar MEP,monetario_financiero,$/USD (venta),159.84
2021-06-22,Dólar MEP,monetario_financiero,$/USD (venta),160.63
2021-06-23,Dólar MEP,monetario_financiero,$/USD (venta),160.92
2021-06-24,Dólar MEP,monetario_financiero,$/USD (venta),162.03
2021-06-25,Dólar MEP,monetario_financiero,$/USD (venta),163.53
2021-06-26,Dólar MEP,monetario_financiero,$/USD (venta),163.53
2021-06-27,Dólar MEP,monetario_financiero,$/USD (venta),163.53
2021-06-28,Dólar MEP,monetario_financiero,$/USD (venta),162.78
2021-06-29,Dólar MEP,monetario_financiero,$/USD (venta),163.75
2021-06-30,Dólar MEP,monetario_financiero,$/USD (venta),163.57
2021-07-01,Dólar MEP,monetario_financiero,$/USD (venta),165.77
2021-07-02,Dólar MEP,monetario_financiero,$/USD (venta),166.35
2021-07-03,Dólar MEP,monetario_financiero,$/USD (venta),166.35
2021-07-04,Dólar MEP,monetario_financiero,$/USD (venta),166.35
2021-07-05,Dólar MEP,monetario_financiero,$/USD (venta),166.45
2021-07-06,Dólar MEP,monetario_financiero,$/USD (venta),165.98
2021-07-07,Dólar MEP,monetario_financiero,$/USD (venta),166.2
2021-07-08,Dólar MEP,monetario_financiero,$/USD (venta),166.42
2021-07-09,Dólar MEP,monetario_financiero,$/USD (venta),166.42
2021-07-10,Dólar MEP,monetario_financiero,$/USD (venta),166.42
2021-07-11,Dólar MEP,monetario_financiero,$/USD (venta),166.42
2021-07-12,Dólar MEP,monetario_financiero,$/USD (venta),166.05
2021-07-13,Dólar MEP,monetario_financiero,$/USD (venta),165.38
2021-07-14,Dólar MEP,monetario_financiero,$/USD (venta),165.29
2021-07-15,Dólar MEP,monetario_financiero,$/USD (venta),165.26
2021-07-16,Dólar MEP,monetario_financiero,$/USD (venta),165.5
2021-07-17,Dólar MEP,monetario_financiero,$/USD (venta),165.5
2021-07-18,Dólar MEP,monetario_financiero,$/USD (venta),165.5
2021-07-19,Dólar MEP,monetario_financiero,$/USD (venta),165.79
2021-07-20,Dólar MEP,monetario_financiero,$/USD (venta),166.07
2021-07-21,Dólar MEP,monetario_financiero,$/USD (venta),166.3
2021-07-22,Dólar MEP,monetario_financiero,$/USD (venta),166.39
2021-07-23,Dólar MEP,monetario_financiero,$/USD (venta),166.48
2021-07-24,Dólar MEP,monetario_financiero,$/USD (venta),166.48
2021-07-25,Dólar MEP,monetario_financiero,$/USD (venta),166.48
2021-07-26,Dólar MEP,monetario_financiero,$/USD (venta),166.81
2021-07-27,Dólar MEP,monetario_financiero,$/USD (venta),167.36
2021-07-28,Dólar MEP,monetario_financiero,$/USD (venta),167.9
2021-07-29,Dólar MEP,monetario_financiero,$/USD (venta),167.9
2021-07-30,Dólar MEP,monetario_financiero,$/USD (venta),168.19
2021-07-31,Dólar MEP,monetario_financiero,$/USD (venta),168.19
2021-08-01,Dólar MEP,monetario_financiero,$/USD (venta),168.19
2021-08-02,Dólar MEP,monetario_financiero,$/USD (venta),168.67
2021-08-03,Dólar MEP,monetario_financiero,$/USD (venta),169.57
2021-08-04,Dólar MEP,monetario_financiero,$/USD (venta),169.73
2021-08-05,Dólar MEP,monetario_financiero,$/USD (venta),169.93
2021-08-06,Dólar MEP,monetario_financiero,$/USD (venta),170.09
2021-08-07,Dólar MEP,monetario_financiero,$/USD (venta),170.09
2021-08-08,Dólar MEP,monetario_financiero,$/USD (venta),170.09
2021-08-09,Dólar MEP,monetario_financiero,$/USD (venta),169.94
2021-08-10,Dólar MEP,monetario_financiero,$/USD (venta),169.87
2021-08-11,Dólar MEP,monetario_financiero,$/USD (venta),170.03
2021-08-12,Dólar MEP,monetario_financiero,$/USD (venta),169.62
2021-08-13,Dólar MEP,monetario_financiero,$/USD (venta),169.45
2021-08-14,Dólar MEP,monetario_financiero,$/USD (venta),169.45
2021-08-15,Dólar MEP,monetario_financiero,$/USD (venta),169.45
2021-08-16,Dólar MEP,monetario_financiero,$/USD (venta),169.45
2021-08-17,Dólar MEP,monetario_financiero,$/USD (venta),169.41
2021-08-18,Dólar MEP,monetario_financiero,$/USD (venta),169.39
2021-08-19,Dólar MEP,monetario_financiero,$/USD (venta),169.36
2021-08-20,Dólar MEP,monetario_financiero,$/USD (venta),169.32
2021-08-21,Dólar MEP,monetario_financiero,$/USD (venta),169.32
2021-08-22,Dólar MEP,monetario_financiero,$/USD (venta),169.32
2021-08-23,Dólar MEP,monetario_financiero,$/USD (venta),169.46
2021-08-24,Dólar MEP,monetario_financiero,$/USD (venta),169.43
2021-08-25,Dólar MEP,monetario_financiero,$/USD (venta),169.66
2021-08-26,Dólar MEP,monetario_financiero,$/USD (venta),169.96
2021-08-27,Dólar MEP,monetario_financiero,$/USD (venta),169.97
2021-08-28,Dólar MEP,monetario_financiero,$/USD (venta),169.97
2021-08-29,Dólar MEP,monetario_financiero,$/USD (venta),169.97
2021-08-30,Dólar MEP,monetario_financiero,$/USD (venta),169.98
2021-08-31,Dólar MEP,monetario_financiero,$/USD (venta),170.26
2021-09-01,Dólar MEP,monetario_financiero,$/USD (venta),170.42
2021-09-02,Dólar MEP,monetario_financiero,$/USD (venta),170.58
2021-09-03,Dólar MEP,monetario_financiero,$/USD (venta),170.58
2021-09-04,Dólar MEP,monetario_financiero,$/USD (venta),170.58
2021-09-05,Dólar MEP,monetario_financiero,$/USD (venta),170.58
2021-09-06,Dólar MEP,monetario_financiero,$/USD (venta),170.82
2021-09-07,Dólar MEP,monetario_financiero,$/USD (venta),171.2
2021-09-08,Dólar MEP,monetario_financiero,$/USD (venta),170.68
2021-09-09,Dólar MEP,monetario_financiero,$/USD (venta),170.67
2021-09-10,Dólar MEP,monetario_financiero,$/USD (venta),170.65
2021-09-11,Dólar MEP,monetario_financiero,$/USD (venta),170.65
2021-09-12,Dólar MEP,monetario_financiero,$/USD (venta),170.65
2021-09-13,Dólar MEP,monetario_financiero,$/USD (venta),171.04
2021-09-14,Dólar MEP,monetario_financiero,$/USD (venta),171.44
2021-09-15,Dólar MEP,monetario_financiero,$/USD (venta),171.83
2021-09-16,Dólar MEP,monetario_financiero,$/USD (venta),172.32
2021-09-17,Dólar MEP,monetario_financiero,$/USD (venta),172.44
2021-09-18,Dólar MEP,monetario_financiero,$/USD (venta),172.44
2021-09-19,Dólar MEP,monetario_financiero,$/USD (venta),172.44
2021-09-20,Dólar MEP,monetario_financiero,$/USD (venta),172.68
2021-09-21,Dólar MEP,monetario_financiero,$/USD (venta),172.67
2021-09-22,Dólar MEP,monetario_financiero,$/USD (venta),172.99
2021-09-23,Dólar MEP,monetario_financiero,$/USD (venta),173.33
2021-09-24,Dólar MEP,monetario_financiero,$/USD (venta),173.42
2021-09-25,Dólar MEP,monetario_financiero,$/USD (venta),173.42
2021-09-26,Dólar MEP,monetario_financiero,$/USD (venta),173.42
2021-09-27,Dólar MEP,monetario_financiero,$/USD (venta),173.92
2021-09-28,Dólar MEP,monetario_financiero,$/USD (venta),174.41
