fecha,Base monetaria,Bienes de capital,Bienes de consumo,Bienes intermedios,Brecha cambiaria (CCL/oficial),Combustibles y energía,Combustibles y lubricantes,Compras netas de divisas del BCRA,Compras netas de divisas: Sector privado,Compras netas de divisas: Tesoro Nacional,Dólar CCL,Dólar MEP,Dólar blue,Dólar oficial,EMAE (actividad económica),"EMAE No urbano (agro, minería y pesca)",EMAE Urbano,EMAE · Administración pública y defensa,"EMAE · Agricultura, ganadería y silvicultura",EMAE · Comercio mayorista y minorista,EMAE · Construcción,"EMAE · Electricidad, gas y agua",EMAE · Enseñanza,EMAE · Explotación de minas y canteras,EMAE · Hoteles y restaurantes,EMAE · Impuestos netos de subsidios,EMAE · Industria manufacturera,EMAE · Inmobiliarias y empresariales,EMAE · Intermediación financiera,EMAE · Otros servicios comunitarios,EMAE · Pesca,EMAE · Servicios sociales y de salud,EMAE · Transporte y comunicaciones,Empleo registrado: Administración pública y defensa,"Empleo registrado: Agricultura, ganadería y silvicultura",Empleo registrado: Comercio mayorista y minorista,Empleo registrado: Construcción,"Empleo registrado: Electricidad, gas y agua",Empleo registrado: Enseñanza,Empleo registrado: Explotación de minas y canteras,Empleo registrado: Hoteles y restaurantes,Empleo registrado: Industria manufacturera,Empleo registrado: Inmobiliarias y empresariales,Empleo registrado: Intermediación financiera,Empleo registrado: Otros servicios comunitarios,Empleo registrado: Pesca,Empleo registrado: Servicios sociales y de salud,Empleo registrado: Transporte y comunicaciones,Exportaciones a Brasil,Exportaciones a Chile,Exportaciones a China,Exportaciones a Estados Unidos,Exportaciones a India,Exportaciones totales,IPC Estacionales (var. mensual),IPC Nacional - Nivel general,IPC Núcleo (var. mensual),IPC Regulados (var. mensual),IPC división: Alimentos y bebidas no alcohólicas,IPC división: Bebidas alcohólicas y tabaco,IPC división: Bienes y servicios varios,IPC división: Comunicación,IPC división: Educación,IPC división: Equipamiento y mantenimiento del hogar,IPC división: Prendas de vestir y calzado,IPC división: Recreación y cultura,IPC división: Restaurantes y hoteles,IPC división: Salud,IPC división: Transporte,"IPC división: Vivienda, agua, electricidad y otros combustibles",IPI manufacturero (industria),Importaciones totales,"Inflación esperada (REM, próximo mes)",Inflación interanual (IPC),Inflación mensual (IPC),M1 (circulante + cta. cte.),M2 (agregado total),M3 (agregado amplio),Manufacturas de origen agropecuario (MOA),Manufacturas de origen industrial (MOI),Morosidad: bancos privados,Morosidad: bancos públicos,Morosidad: sistema financiero,Piezas y accesorios para bienes de capital,Productos primarios,Préstamos a Empresas (Comerciales),Préstamos a Familias (Consumo + Garantía real),Préstamos al sector privado,"Préstamos al sector privado, variación % real mensual",Reservas ajustadas (swap China + organismos internacionales),Reservas internacionales (BCRA),Resto (importaciones por uso),Riesgo país (EMBI),Salario real (deflactado por IPC),Salario real no registrado - sector privado,Salario real registrado - sector privado,Salario real registrado - sector público,Saldo comercial,Tasa BADLAR (mayorista),Tasa de desempleo,Tasa de informalidad laboral (asalariados sin descuento jubilatorio),Tasa de política monetaria,Tipo de cambio real multilateral,Vehículos automotores de pasajeros,Venta de vehículos 0km al mercado interno
2004-01-01,47003.90047669949,507.070979,163.01275,592.404385,,441.656186,58.417359,1428.3388710800002,1628.2726510800003,-199.93378,,,,,92.62750602691052,,,97.26126782495696,65.99535021807492,92.06533783698931,95.9380474530423,99.91798255351932,95.62769506542772,100.7044990358751,108.41168235047203,98.3148555955895,91.45461030871807,91.41838181645646,103.8902559331949,97.00617764220874,42.54786775960567,94.19839355990248,95.50672550581248,,,,,,,,,,,,,,,,428.967818,255.861631,125.439076,231.945441,12.144739,2322.450679,,,,,,,,,,,,,,,,,,1608.575067,,,,33405.13591167097,64071.20516240616,111552.85260988696,858.538257,587.595138,,,,228.114913,434.661098,14926.454371677812,15452.421818644767,30378.876190322582,,,,7.012686,,,,,,713.875612,2.8125,14.276928695265859,48.699999999999996,,159.9526770656531,52.541995,22134.0
2004-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5580.0,,,,,,2.75,,,,160.01208911290698,,
2004-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,160.01343923213625,,
2004-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,160.0147893627573,,
2004-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459.0,,,,,,2.5,,,,158.8793747534814,,
2004-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260.0,,,,,,2.4375,,,,158.17828862733705,,
2004-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.0,,,,,,1.9375,,,,159.23920038549696,,
2004-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5094.0,,,,,,1.9375,,,,160.05821030850117,,
2004-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146.0,,,,,,1.75,,,,160.66950400532602,,
2004-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,160.67085967156422,,
2004-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,160.67221534924104,,
2004-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.0,,,,,,2.0625,,,,158.76868573424278,,
2004-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5421.0,,,,,,2.0,,,,159.0711895209549,,
2004-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5566.0,,,,,,2.0625,,,,159.37894108735986,,
2004-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5605.0,,,,,,1.4375,,,,158.45504947766324,,
2004-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5705.0,,,,,,2.0,,,,158.30975204468007,,
2004-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,158.31108780025704,,
2004-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,158.3124235671046,,
2004-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5705.0,,,,,,2.3125,,,,158.59054308042806,,
2004-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5699.0,,,,,,1.6875,,,,159.59496205562868,,
2004-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820.0,,,,,,1.4375,,,,160.57665777215877,,
2004-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5871.0,,,,,,1.625,,,,160.1564611339811,,
2004-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5855.0,,,,,,1.5,,,,160.25310344333332,,
2004-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,160.25445559614695,,
2004-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,160.25580776036955,,
2004-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5896.0,,,,,,1.8125,,,,160.04504763660802,,
2004-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5680.0,,,,,,1.125,,,,160.11588383046697,,
2004-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654.0,,,,,,1.4375,,,,159.98474289891985,,
2004-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5722.0,,,,,,1.5625,,,,159.82047662409565,,
2004-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5764.0,,,,,,1.5,,,,159.53550192294213,,
2004-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,159.53684802091573,,
2004-02-01,46888.80145566172,303.029737,155.900925,556.003629,,410.790303,44.850202,141.99301359999993,541.9789735999999,-399.98596,,,,,90.1861793165596,,,97.88228480743238,64.92659776537022,91.4647184549155,98.85338769931154,92.89344027217716,96.08424638742524,95.41418582146753,103.44825644014011,89.72999976417917,89.42485185270863,94.0469778515694,96.48146398756708,96.83613489123869,62.44077060066832,90.31346220534452,90.73641381150811,,,,,,,,,,,,,,,,372.681702,272.666551,152.998437,257.928988,67.184491,2395.035139,,,,,,,,,,,,,,,,,,1363.731431,,,,33915.87767978622,66188.6135351483,113522.60910809808,940.540346,628.56695,,,,223.099589,415.13754,15129.84627104369,15354.950232404586,30484.79650344827,,,,8.426854,,,,,,1031.303708,1.5,,,,159.55387599586888,72.420495,20318.0
2004-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5858.0,,,,,,2.0,,,,158.94891764328074,,
2004-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5805.0,,,,,,1.9375,,,,160.08592149090822,,
2004-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5801.0,,,,,,1.3125,,,,160.5755778190645,,
2004-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5821.0,,,,,,1.3125,,,,161.13746218192617,,
2004-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5842.0,,,,,,1.5,,,,161.52276550525085,,
2004-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,161.54000544473513,,
2004-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,161.55724722430375,,
2004-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.0,,,,,,1.75,,,,160.5782325869806,,
2004-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916.0,,,,,,1.4375,,,,160.8203521188553,,
2004-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5794.0,,,,,,2.3125,,,,161.792100975899,,
2004-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599.0,,,,,,1.625,,,,161.54274358134822,,
2004-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5437.0,,,,,,1.5,,,,160.6493388939461,,
2004-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,160.66648560928408,,
2004-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,160.68363415475625,,
2004-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5437.0,,,,,,1.5625,,,,160.59487504020953,,
2004-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5498.0,,,,,,1.4375,,,,161.45278768770496,,
2004-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549.0,,,,,,1.6875,,,,161.30718882694563,,
2004-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560.0,,,,,,1.6875,,,,160.72856771068024,,
2004-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5550.0,,,,,,1.6875,,,,159.25020324182802,,
2004-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6875,,,,159.26720062209304,,
2004-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6875,,,,159.2841998165531,,
2004-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5624.0,,,,,,1.5625,,,,159.2750338302174,,
2004-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5618.0,,,,,,1.1875,,,,159.4068026582018,,
2004-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5697.0,,,,,,1.9375,,,,159.2564936601725,,
2004-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5699.0,,,,,,0.875,,,,159.28848922230813,,
2004-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5865.0,,,,,,1.125,,,,159.62863799440544,,
2004-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125,,,,159.64567576645177,,
2004-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,1.125,,,,159.66271535700443,,
2004-03-01,44567.00822113096,340.167822,197.9737,710.416246,,513.388286,39.959885,-2665.286793951269,1316.62680603,-3981.913599981269,,,,,101.88329804238072,,,97.7184588847403,110.66655949085371,109.12777978859177,103.1245292023196,103.77021006661796,96.38030439218048,100.25103841449804,101.0618421535548,99.1391189515047,101.42643285289913,99.64872482538144,98.30456801948348,96.15504322897569,174.08464601017343,98.0814880028068,97.1758091267454,,,,,,,,,,,,,,,,478.532281,299.875763,138.526359,281.172286,6.630834,2657.573743,,,,,,,,,,,,,,,,,,1690.058163,,,,32706.647277332588,65812.61050313903,111814.67715273977,883.874646,748.945032,,,,308.035509,511.365779,15486.568336425267,15329.824821639242,30816.393158064515,,,,11.993789,5839.0,,,,,967.51558,1.4375,,,,159.87136664278242,81.511212,24887.0
2004-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5794.0,,,,,,1.125,,,,158.6157191114615,,
2004-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5849.0,,,,,,1.4375,,,,157.8937337813523,,
2004-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839.0,,,,,,1.375,,,,158.8948405431896,,
2004-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970.0,,,,,,1.3125,,,,160.2846943793662,,
2004-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3125,,,,160.26992244422885,,
2004-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3125,,,,160.255151870482,,
2004-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5963.0,,,,,,1.375,,,,160.30458405209183,,
2004-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5872.0,,,,,,1.0625,,,,159.22761084785554,,
2004-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5892.0,,,,,,1.5625,,,,158.53323211385643,,
2004-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5679.0,,,,,,1.25,,,,158.2434657836903,,
2004-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574.0,,,,,,1.9375,,,,157.876755910562,,
2004-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9375,,,,157.86220589250175,,
2004-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9375,,,,157.84765721538,,
2004-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5606.0,,,,,,1.6875,,,,157.4617718621704,,
2004-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5618.0,,,,,,1.25,,,,157.18813254920332,,
2004-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5606.0,,,,,,1.625,,,,156.35990180797148,,
2004-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5596.0,,,,,,1.25,,,,156.95087334960806,,
2004-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608.0,,,,,,2.0,,,,156.12558322223651,,
2004-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,156.11119459331857,,
2004-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,156.09680729046548,,
2004-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5664.0,,,,,,1.8125,,,,155.68952342078956,,
2004-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5658.0,,,,,,1.3125,,,,155.81474816566097,,
2004-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5740.0,,,,,,1.9375,,,,155.3232052649913,,
2004-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5758.0,,,,,,1.5,,,,155.12544856654543,,
2004-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496.0,,,,,,2.0,,,,154.96787058414182,,
2004-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,154.95358865072637,,
2004-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,154.93930803354257,,
2004-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4889.0,,,,,,1.25,,,,154.56992058027726,,
2004-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4881.0,,,,,,1.4375,,,,154.33083127609288,,
2004-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,4872.0,,,,,,1.6875,,,,155.11822024551657,,
